Compound,Date,Negative,Neutral,Positive,Tweet,User
0.0,Fri Aug 24 17:44:54 +0000 2018,0.0,1.0,0.0,HURRICANE LANE: Flooding closes major roads on Hawaii's Big Island and a brushfire on Maui forces relocation of a s… https://t.co/oZx48n4Q4I,@CBSNews
-0.2023,Fri Aug 24 17:29:42 +0000 2018,0.096,0.904,0.0,President Trump is complaining about the pace of interest-rate increases. But the Federal Reserve chairman? Not so… https://t.co/oMtjvliEuu,@CBSNews
-0.802,Fri Aug 24 17:14:43 +0000 2018,0.275,0.725,0.0,"John Lennon's killer Mark David Chapman has been denied parole for the 10th time. A parole board said his release ""… https://t.co/qoODQOabFF",@CBSNews
-0.3818,Fri Aug 24 17:14:43 +0000 2018,0.14,0.785,0.074,"South Africa has summoned the top U.S. diplomat in the country to ""convey the unhappiness of the people"" over Trump… https://t.co/RLOEljWNCK",@CBSNews
-0.6705,Fri Aug 24 17:09:14 +0000 2018,0.314,0.686,0.0,JUST IN: Manhattan district attorney is considering criminal charges against the Trump Organization… https://t.co/fWJ8YOpZMW,@CBSNews
0.4215,Fri Aug 24 17:00:16 +0000 2018,0.0,0.851,0.149,Hurricane Lane dipped from a powerful Category 3 storm to a still-strong Category 2 on Friday as it churned slowly… https://t.co/vNBa3rZKVv,@CBSNews
-0.1779,Fri Aug 24 16:45:34 +0000 2018,0.18,0.669,0.151,"JUST IN: Robin Leach, host of ""Lifestyles of the Rich and Famous,"" is dead at 76 https://t.co/5uSv21WE6e https://t.co/KPJWd4bv2j",@CBSNews
-0.8074,Fri Aug 24 16:40:00 +0000 2018,0.422,0.578,0.0,Former CDC director Thomas Frieden arrested on sex abuse charge https://t.co/CxKzcT39iY https://t.co/SRKvkAnJUl,@CBSNews
0.4767,Fri Aug 24 16:29:45 +0000 2018,0.0,0.86,0.14,"Crabs are friends, not food. Or at least that's the message of a billboard that recently went up in Baltimore:… https://t.co/i8cJaHD5aB",@CBSNews
-0.6124,Fri Aug 24 16:28:33 +0000 2018,0.185,0.815,0.0,"RT @CBSSunday: COMING UP SUNDAY 

2 out of 3 people over age 70 have trouble hearing. Only about 20% of adults who have hearing loss actual…",@CBSNews
0.1531,Fri Aug 24 16:09:42 +0000 2018,0.0,0.922,0.078,"A 4-minute video of Beto O'Rourke, the Texas Democrat challenging Ted Cruz for his Senate seat, is going viral for… https://t.co/RSm9Dhfa3Z",@CBSNews
0.25,Fri Aug 24 15:50:09 +0000 2018,0.0,0.895,0.105,"NEW: Trump Organization CFO Allen Weisselberg has been granted immunity in connection with Michael Cohen probe, acc… https://t.co/PplABD6moM",@CBSNews
0.5267,Fri Aug 24 15:44:14 +0000 2018,0.0,0.855,0.145,"Former Secretary of State @JohnKerry describes Sen. John McCain as ""a brave man showing us once again what the word… https://t.co/7oOOB0PH9m",@CBSNews
0.787,Fri Aug 24 15:33:49 +0000 2018,0.0,0.697,0.303,".@SenateMajLdr Mitch McConnell on McCain's announcement: ""We are so fortunate to call him our friend and colleague.… https://t.co/0c5sGacAdD",@CBSNews
-0.3612,Fri Aug 24 15:29:39 +0000 2018,0.22,0.65,0.13,"MAVERICK MOMENTS: The life of John McCain, war hero and senator, in pictures. His family announced he will stop tre… https://t.co/nzGstJmUxa",@CBSNews
0.1531,Fri Aug 24 15:25:05 +0000 2018,0.0,0.929,0.071,"""If you talk to any senator on Capitol Hill, they will say that John McCain is a fighter's fighter. They never coun… https://t.co/oKevG2dUrY",@CBSNews
0.908,Fri Aug 24 15:22:35 +0000 2018,0.0,0.625,0.375,"""My family is deeply appreciative of all the love and generosity you have shown us during this past year,"" Meghan M… https://t.co/xyQqdGDbkU",@CBSNews
0.4215,Fri Aug 24 15:19:40 +0000 2018,0.0,0.872,0.128,"""John has surpassed expectations for his survival. But the progress of disease and the inexorable advance of age re… https://t.co/o6cAK9Opq6",@CBSNews
-0.6597,Fri Aug 24 15:18:32 +0000 2018,0.188,0.812,0.0,BREAKING: Sen. John McCain is discontinuing medical treatment for brain cancer. His family said his age and the pro… https://t.co/WoPRCr03pp,@CBSNews
0.0,Fri Aug 24 15:14:46 +0000 2018,0.0,1.0,0.0,Election officials scrap plan to close polls in majority-black Georgia county https://t.co/Nm3o1yAoWq https://t.co/77tRY83aTQ,@CBSNews
-0.7906,Fri Aug 24 15:13:36 +0000 2018,0.28,0.72,0.0,"JUST IN: Sen. John McCain has ""chosen to discontinue medical treatment"" amid his battle with brain cancer, his fami… https://t.co/RJRqVYMvpe",@CBSNews
-0.25,Fri Aug 24 14:59:43 +0000 2018,0.125,0.875,0.0,"Eagles coach Doug Pederson says it's the players' ""right"" to protest during anthem https://t.co/WWdnyvGjca https://t.co/CrFGlNM8O7",@CBSNews
-0.8316,Fri Aug 24 14:44:46 +0000 2018,0.328,0.672,0.0,"Fired Texas officer says it was ""sickening"" when he realized he fatally shot boy in car https://t.co/gONdwZoXgz https://t.co/nnFuRO42nR",@CBSNews
-0.3182,Fri Aug 24 14:29:40 +0000 2018,0.126,0.874,0.0,"Ebola spreads to Democratic Republic of Congo conflict zone in scenario health officials have been ""dreading""… https://t.co/ZJoRAkZT01",@CBSNews
0.0,Fri Aug 24 14:14:44 +0000 2018,0.0,1.0,0.0,Pelosi says she isn't going anywhere https://t.co/eA7l36aF9A https://t.co/VVk9T6LJAF,@CBSNews
0.8506,Fri Aug 24 14:00:05 +0000 2018,0.0,0.623,0.377,WARM WELCOME: 80 men dressed in suits greet 60 fourth-grade boys on the first day of school in emotional video.… https://t.co/1V8bXVV5OF,@CBSNews
0.0,Fri Aug 24 13:44:48 +0000 2018,0.0,1.0,0.0,Trump administration looks to keep high-tax states in line with deduction rules https://t.co/ESxSFjoPX9 https://t.co/HAtbzhpPfi,@CBSNews
-0.1531,Fri Aug 24 13:29:47 +0000 2018,0.096,0.904,0.0,"Natasha Aponte, woman who tricked thousands of men on Tinder, explains purpose behind dating competition… https://t.co/HOmvxnbyqv",@CBSNews
-0.765,Fri Aug 24 13:15:00 +0000 2018,0.306,0.694,0.0,A doctor is accused of killing his wife and daughter with a yoga ball filled with gas https://t.co/TAHcZKLdkO https://t.co/FMoKkOlchg,@CBSNews
-0.765,Fri Aug 24 13:00:18 +0000 2018,0.336,0.664,0.0,"Mollie Tibbetts' suspected killer acted normally during search, coworker says: ""It's just hard to understand what h… https://t.co/hzfeqdq220",@CBSNews
0.1779,Fri Aug 24 12:39:53 +0000 2018,0.0,0.892,0.108,People are growing marijuana illegally in national forests -- and it's ravaging them https://t.co/bB2oUr2fBn https://t.co/zo6IhhvxSX,@CBSNews
-0.5423,Fri Aug 24 12:19:46 +0000 2018,0.212,0.788,0.0,"Former Playboy model Christina Carlin-Kraft found strangled inside her home, sources say https://t.co/xfRLx7df4V https://t.co/PZOD7YJw9W",@CBSNews
0.0,Fri Aug 24 12:04:20 +0000 2018,0.0,1.0,0.0,WATCH: A late-night guest checked into this Colorado hotel last night -- a bear that wandered right into the lobby… https://t.co/O4kQnWE6iP,@CBSNews
0.0,Fri Aug 24 11:48:17 +0000 2018,0.0,1.0,0.0,"RT @CBSThisMorning: Hurricane Lane is blasting Hawaii, harder than any storm in a quarter century. Torrential rain is soaking cities and to…",@CBSNews
0.0,Fri Aug 24 11:47:27 +0000 2018,0.0,1.0,0.0,"President Trump responds to Jeff Sessions speaking out: ""Come on Jeff, you can do it, the country is waiting!""… https://t.co/8PI1C33M7E",@CBSNews
0.4019,Fri Aug 24 11:19:53 +0000 2018,0.0,0.838,0.162,"Australian Prime Minister Malcolm Turnbull ousted in party coup, Scott Morrison to replace him… https://t.co/MRLocbWXBR",@CBSNews
-0.6249,Fri Aug 24 10:59:33 +0000 2018,0.272,0.728,0.0,"For historically black colleges, racism raises costs, new research suggests: https://t.co/gSUxxf4P1i https://t.co/2ptqUbDGSF",@CBSNews
0.0,Fri Aug 24 10:50:18 +0000 2018,0.0,1.0,0.0,RT @CBSThisMorning: Here's a preview of what's coming up on @CBSThisMorning. See you at 7. https://t.co/4i4b7BUq2z,@CBSNews
0.0,Fri Aug 24 10:49:10 +0000 2018,0.0,1.0,0.0,AHEAD: @CBSThisMorning was there to watch an undercover raid as federal agents bust a marijuana operation in a nati… https://t.co/DlErct3EgR,@CBSNews
0.0,Fri Aug 24 10:44:31 +0000 2018,0.0,1.0,0.0,AHEAD: @CBSThisMorning reports from Hawaii's Big Island where there's more than a foot of rain from Hurricane Lane.… https://t.co/RVHBK6XfzV,@CBSNews
0.4215,Fri Aug 24 10:40:03 +0000 2018,0.0,0.843,0.157,#HurricaneLane is still a powerful Category 3 storm as it churnes slowly north-northwest toward the Hawaiian Island… https://t.co/J7FAogJagO,@CBSNews
0.4782,Fri Aug 24 10:19:55 +0000 2018,0.0,0.881,0.119,"An asteroid bigger than the pyramids in Egypt will zoom by Earth next week, but don't worry -- it's not going to sl… https://t.co/TV0LRyXAkj",@CBSNews
0.1779,Fri Aug 24 10:03:03 +0000 2018,0.146,0.662,0.192,"There's ""no safe level of alcohol,"" major new study concludes https://t.co/uXHl3CW9qi https://t.co/PLeHMJ4p3e",@CBSNews
-0.34,Fri Aug 24 09:48:04 +0000 2018,0.156,0.844,0.0,Feds use facial recognition to arrest man trying to enter U.S. illegally https://t.co/GgeWUWGPIQ https://t.co/mmf9v0YlOT,@CBSNews
0.0,Fri Aug 24 09:38:26 +0000 2018,0.0,1.0,0.0,"How much will a ""culture of corruption"" factor into midterm messaging for Democrats? https://t.co/I6BZAqovVd https://t.co/Z6Mp2HnoRN",@CBSNews
0.1779,Fri Aug 24 09:30:21 +0000 2018,0.0,0.876,0.124,Members of Amazon tribe never seen by outsiders filmed by drone https://t.co/t7gRm1CMqA https://t.co/h67UOG0wL2,@CBSNews
0.0,Fri Aug 24 09:18:04 +0000 2018,0.0,1.0,0.0,"Mayim Bialik opens up on ""Big Bang Theory"" ending, how it feels returning to set https://t.co/I8Kvc2lFH3 https://t.co/hJTGrFMgxT",@CBSNews
-0.3612,Fri Aug 24 09:03:04 +0000 2018,0.238,0.762,0.0,Google disables suspicious accounts linked to Iran https://t.co/n9PsYCq4GL https://t.co/W9V5xB7l3y,@CBSNews
0.0,Fri Aug 24 08:48:03 +0000 2018,0.0,1.0,0.0,South Africa hits back at Trump over land seizure tweet https://t.co/VohRW1WPAz https://t.co/ogbJIRelRB,@CBSNews
0.6369,Fri Aug 24 08:33:03 +0000 2018,0.0,0.704,0.296,"The best ""green"" car deals you can get now https://t.co/rSFozffurw https://t.co/dSUtSff4Ks",@CBSNews
-0.4404,Fri Aug 24 08:18:04 +0000 2018,0.263,0.61,0.127,Michigan mom says 911 refused to send help with 2-month-old trapped in hot car https://t.co/jA0z0M4Ahi https://t.co/IEV9oyXKyr,@CBSNews
0.4215,Fri Aug 24 08:10:07 +0000 2018,0.0,0.797,0.203,"Hurricane Lane: Powerful Category 3 storm on ""perilously close"" track to Hawaii https://t.co/t26vvLBfsm",@CBSNews
0.3612,Fri Aug 24 08:03:05 +0000 2018,0.0,0.839,0.161,"General Mills ditching ""100 percent natural"" claim in Nature Valley granola bars https://t.co/8iLbMwCGTp https://t.co/fUvP7TgQdO",@CBSNews
0.0,Fri Aug 24 07:48:04 +0000 2018,0.0,1.0,0.0,Prehistoric female's mom was a Neanderthal and her dad was something else https://t.co/5JOJByyxKV https://t.co/YeawT0hGSq,@CBSNews
0.0,Fri Aug 24 07:33:04 +0000 2018,0.0,1.0,0.0,"Kroger, nation's largest grocery chain, eliminates plastic bags https://t.co/f8yVfe5OWU https://t.co/UvemuB8skS",@CBSNews
0.1531,Fri Aug 24 07:18:04 +0000 2018,0.118,0.724,0.158,Video shows man charged in family's slayings giving a presentation on relationships https://t.co/VesOgOL8ve https://t.co/j5367twvAE,@CBSNews
0.0,Fri Aug 24 07:03:03 +0000 2018,0.0,1.0,0.0,"""Big Bang Theory"" cast reacts to news of show ending https://t.co/ZDkWNme685 https://t.co/EZ3iIXSQEu",@CBSNews
-0.1531,Fri Aug 24 06:48:04 +0000 2018,0.096,0.904,0.0,"Natasha Aponte, woman who tricked thousands of men on Tinder, explains purpose behind dating competition… https://t.co/YH8zFDd7im",@CBSNews
-0.1027,Fri Aug 24 06:33:03 +0000 2018,0.104,0.896,0.0,"John Bolton, bound for Ukraine military parade, warns Russia about meddling https://t.co/Amqu0r2R8Q https://t.co/m0BhsOsUKe",@CBSNews
0.0,Fri Aug 24 06:18:03 +0000 2018,0.0,1.0,0.0,"32 children's medicines recalled for possible ""microbial contamination"" https://t.co/dA9qhFRMpt https://t.co/5Z6I0pupJd",@CBSNews
-0.4939,Fri Aug 24 06:03:04 +0000 2018,0.225,0.775,0.0,"""Small Animals"": What happens when parenting is ruled by fear? https://t.co/VgUNVpoKUg https://t.co/apiiSWpDYR",@CBSNews
-0.802,Fri Aug 24 06:00:29 +0000 2018,0.275,0.725,0.0,Fired for being pregnant?: A woman says she was fired via text message shortly after telling her manager she was pr… https://t.co/Hp10a7QbPU,@CBSNews
0.3252,Fri Aug 24 05:48:04 +0000 2018,0.0,0.794,0.206,"Duncan Hunter arraigned in California, pleads not guilty https://t.co/qewrwKm5f1 https://t.co/V6zl61LS1k",@CBSNews
-0.4019,Fri Aug 24 05:33:05 +0000 2018,0.172,0.828,0.0,Blind veteran rowing from California to Hawaii prepares to ride out hurricane https://t.co/od8y8QXofN https://t.co/BnKLvKgPSK,@CBSNews
0.0,Fri Aug 24 05:18:04 +0000 2018,0.0,1.0,0.0,"School's back in session, but many teachers aren't returning https://t.co/ijJCtCItdP https://t.co/i8en2Cf9sk",@CBSNews
-0.34,Fri Aug 24 05:03:05 +0000 2018,0.156,0.844,0.0,Feds use facial recognition to arrest man trying to enter U.S. illegally https://t.co/OyD17FDbKR https://t.co/oNIdv4nT5z,@CBSNews
0.0,Fri Aug 24 04:48:03 +0000 2018,0.0,1.0,0.0,"Mayim Bialik opens up on ""Big Bang Theory"" ending, how it feels returning to set https://t.co/pHzQEnmEOr https://t.co/jwxlB81bvv",@CBSNews
0.0,Fri Aug 24 04:33:03 +0000 2018,0.0,1.0,0.0,South Africa hits back at Trump over land seizure tweet https://t.co/6PKvbi0DwI https://t.co/2SW57yRGXi,@CBSNews
-0.5574,Fri Aug 24 04:18:03 +0000 2018,0.247,0.753,0.0,"Mollie Tibbetts died from ""multiple sharp force injuries,"" autopsy finds https://t.co/ZEWeOKldeW https://t.co/Pi9GULxCF2",@CBSNews
-0.8658,Fri Aug 24 04:03:03 +0000 2018,0.492,0.508,0.0,Urban Meyer's 3-game suspension for handling of abuse complaint sparks outrage https://t.co/Fhdl0poSni https://t.co/povUeH0nBY,@CBSNews
0.4019,Fri Aug 24 04:02:05 +0000 2018,0.0,0.838,0.162,"Australian Prime Minister Malcolm Turnbull ousted in party coup, Scott Morrison to replace him… https://t.co/GKIOqC6NOb",@CBSNews
0.0,Fri Aug 24 03:56:22 +0000 2018,0.0,1.0,0.0,Hurricane Lane is approaching the Hawaiian Islands. Follow the storm with our live coverage throughout the night on… https://t.co/uTRf7ZxxGo,@CBSNews
0.0,Fri Aug 24 03:48:03 +0000 2018,0.0,1.0,0.0,Backlash grows over poll closures in predominantly black Georgia county https://t.co/lD9RM3oq6M https://t.co/ZePVhRnYuL,@CBSNews
-0.4404,Fri Aug 24 03:37:05 +0000 2018,0.132,0.868,0.0,"“We are scared because we never expected a hurricane, we never experienced one,” says one of the 270,000 tourists v… https://t.co/pZQQv1kFdK",@CBSNews
0.0,Fri Aug 24 03:33:03 +0000 2018,0.0,1.0,0.0,Tom Steyer slams Washington establishment for not pursuing Trump impeachment https://t.co/ffkiTAtNfA https://t.co/GcfgQWL5nD,@CBSNews
0.3182,Fri Aug 24 03:18:03 +0000 2018,0.141,0.603,0.256,"Reality Winner, who pleaded guilty to leaking secret U.S. report, gets 63-month sentence https://t.co/QPGA5647nb https://t.co/sFLbNm73z0",@CBSNews
0.0,Fri Aug 24 03:03:02 +0000 2018,0.0,1.0,0.0,"Would stocks ""crash"" if Trump were impeached? https://t.co/ZXR3RZ8MQL https://t.co/qC9bYEV1NQ",@CBSNews
0.1779,Fri Aug 24 02:50:06 +0000 2018,0.146,0.662,0.192,"There's ""no safe level of alcohol,"" major new study concludes https://t.co/SYXJyvWZ46 https://t.co/L4g1IMXl6b",@CBSNews
-0.7189,Fri Aug 24 02:16:12 +0000 2018,0.214,0.786,0.0,"One woman says she was fired from her job at a sub shop via text message with her manager saying it's ""not a good t… https://t.co/TuXtFfZXHC",@CBSNews
0.0,Fri Aug 24 01:55:35 +0000 2018,0.0,1.0,0.0,"DNC chair Tom Perez says proposed rule change to limit the influence of superdelegates will ""return power"" to grass… https://t.co/9WhNpEvM1P",@CBSNews
0.0,Fri Aug 24 01:34:55 +0000 2018,0.0,1.0,0.0,"""MOM-SHAMED"": An Illinois mom says cops were called when 8-year-old daughter walked dog alone… https://t.co/kYO0WwUg02",@CBSNews
-0.4588,Fri Aug 24 01:15:01 +0000 2018,0.212,0.708,0.08,"Top CEOs, including leaders at JPMorgan Chase, Apple and IBM, warn Trump's immigration policies pose a threat to th… https://t.co/KlnduNBTkQ",@CBSNews
-0.9081,Fri Aug 24 00:54:52 +0000 2018,0.401,0.599,0.0,A man has been found guilty of murder in the shooting death of a Chicago teen who performed at Obama's inauguration… https://t.co/WacMA3AzX1,@CBSNews
-0.7096,Fri Aug 24 00:34:49 +0000 2018,0.304,0.584,0.113,"National Enquirer kept a safe with damaging Trump stories, including documents on hush money payments, it killed as… https://t.co/Nz8f9KydzE",@CBSNews
-0.3818,Fri Aug 24 00:17:07 +0000 2018,0.133,0.867,0.0,"Hawaii’s governor, other officials provide update on Hurricane Lane in Honolulu. A state of emergency has been decl… https://t.co/XAhmkQ9BL4",@CBSNews
0.3108,Fri Aug 24 00:00:48 +0000 2018,0.0,0.91,0.09,"SAFETY FIRST: Why did this alligator cross the road? We don't know, but at least it got to the other side using a c… https://t.co/p8tVfB0gRq",@CBSNews
0.4215,Thu Aug 23 23:39:45 +0000 2018,0.0,0.877,0.123,"""The time has come for the United States of America to ... establish a permanent presence around and on the moon"":… https://t.co/OHj8XzpDJ4",@CBSNews
0.743,Thu Aug 23 23:20:07 +0000 2018,0.0,0.751,0.249,WATCH: Sgt. John Chapman has received the Medal of Honor 16 years after sacrificing his life in an Afghanistan batt… https://t.co/MmlUkIFDBz,@CBSNews
0.0772,Thu Aug 23 23:03:38 +0000 2018,0.0,0.936,0.064,"RT @CBSEveningNews: A grueling, 2,400-mile rowing race from California to Hawaii would be a challenge for just about anyone. 

But just ima…",@CBSNews
0.2263,Thu Aug 23 23:03:32 +0000 2018,0.0,0.905,0.095,"""What's your name?""

""It doesn't matter.""

""It does matter.""

Dramatic video shows two Fort Worth police officers s… https://t.co/QU3dzYXmqg",@CBSNews
-0.7964,Thu Aug 23 22:58:03 +0000 2018,0.307,0.693,0.0,Pope Francis is in Ireland this weekend amid the child abuse scandal in U.S. churches.  @JonVigliotti reporting.… https://t.co/cwUg6YfSRK,@CBSNews
0.4847,Thu Aug 23 22:54:30 +0000 2018,0.0,0.813,0.187,"California Rep. Duncan Hunter and his wife pleaded not guilty to charges that they used $250,000 in campaign funds… https://t.co/nfqFtxNkZN",@CBSNews
-0.6908,Thu Aug 23 22:49:32 +0000 2018,0.198,0.802,0.0,"New details were released today in the murder of Mollie Tibbetts, the 20-year-old Iowa college student whose body w… https://t.co/KSI7yduQYd",@CBSNews
